"Country","Mountain_range","Locality","Plot","Subplot","Date","Day","Month","Year","Radiation","Phos_P","Glu_P","SOC_P","NT_P","PT_P","K_P","pH_P","Cond_P","Phos_B","Glu_B","SOC_B","NT_B","PT_B","K_B","pH_B","Cond_B","Phos_T","Glu_T","SOC_T","NT_T","PT_T","K_T","pH_T","Cond_T"
"Spain","Sierra de Guadarrama","Collado de Valdemartín","14","4",2010-08-11,11,8,2010,0.743144825,6.0106350565,2.527373607,7.4037927185,5.6766969005,0.6816096935,0.006368354,4.799,28.914,2.912080624,1.526125575,7.490942938,4.408963324,0.576110241,0.008682023,4.918,187.54,4.909734652,2.660014087,7.027023957,5.11031776,0.688584885,0.007266426,4.904461763,72.06464345
"Spain","Sierra de Guadarrama","Collado de Valdemartín","14","5",2010-08-11,11,8,2010,0.743144825,6.0106350565,2.527373607,7.4037927185,5.6766969005,0.6816096935,0.006368354,4.799,28.914,2.912080624,1.526125575,7.490942938,4.408963324,0.576110241,0.008682023,4.918,187.54,4.909734652,2.660014087,7.027023957,5.11031776,0.688584885,0.007266426,4.904461763,72.06464345
"Spain","Sierra de Guadarrama","Collado Tirobarra","15","1",2011-06-16,16,6,2011,0.595865211,5.0927938255,3.061356806,6.92672541,4.494406543,0.751474215,0.0240693785,4.61225,97.4675,2.937244583,1.724541736,2.927742692,2.126671899,0.804514925,0.012843739,5.252,60.44,4.265265427,2.79733824,5.255706141,3.642571393,0.765439985,0.020993001,4.877670629,86.81341471
"Spain","Sierra de Guadarrama","Collado Tirobarra","15","2",2011-06-16,16,6,2011,0.595865211,5.0927938255,3.061356806,6.92672541,4.494406543,0.751474215,0.0240693785,4.61225,97.4675,2.937244583,1.724541736,2.927742692,2.126671899,0.804514925,0.012843739,5.252,60.44,4.265265427,2.79733824,5.255706141,3.642571393,0.765439985,0.020993001,4.877670629,86.81341471
"Spain","Sierra de Guadarrama","Collado Tirobarra","15","3",2011-06-16,16,6,2011,0.595865211,5.0927938255,3.061356806,6.92672541,4.494406543,0.751474215,0.0240693785,4.61225,97.4675,2.937244583,1.724541736,2.927742692,2.126671899,0.804514925,0.012843739,5.252,60.44,4.265265427,2.79733824,5.255706141,3.642571393,0.765439985,0.020993001,4.877670629,86.81341471
"Spain","Sierra de Guadarrama","Collado Tirobarra","15","4",2011-06-16,16,6,2011,0.595865211,5.0927938255,3.061356806,6.92672541,4.494406543,0.751474215,0.0240693785,4.61225,97.4675,2.937244583,1.724541736,2.927742692,2.126671899,0.804514925,0.012843739,5.252,60.44,4.265265427,2.79733824,5.255706141,3.642571393,0.765439985,0.020993001,4.877670629,86.81341471
"Spain","Sierra de Guadarrama","Collado Tirobarra","15","5",2011-06-16,16,6,2011,0.595865211,5.0927938255,3.061356806,6.92672541,4.494406543,0.751474215,0.0240693785,4.61225,97.4675,2.937244583,1.724541736,2.927742692,2.126671899,0.804514925,0.012843739,5.252,60.44,4.265265427,2.79733824,5.255706141,3.642571393,0.765439985,0.020993001,4.877670629,86.81341471
"Spain","Sierra de Guadarrama","El Reventon","16","1",2010-07-06,6,7,2010,0.787997088,3.997679604,1.9830635795,7.2256444075,4.6709064455,0.566693878,0.0075678785,4.8,56.73,2.561635399,1.491842529,4.12723526,2.93379237,0.686422905,0.003246531,4.972,34.56,3.275136225,1.783635016,5.683603945,3.760351741,0.615860687,0.005608099,4.911490196,47.13545228
"Spain","Sierra de Guadarrama","El Reventon","16","2",2010-07-06,6,7,2010,0.787997088,3.997679604,1.9830635795,7.2256444075,4.6709064455,0.566693878,0.0075678785,4.8,56.73,2.561635399,1.491842529,4.12723526,2.93379237,0.686422905,0.003246531,4.972,34.56,3.275136225,1.783635016,5.683603945,3.760351741,0.615860687,0.005608099,4.911490196,47.13545228
"Spain","Sierra de Guadarrama","El Reventon","16","3",2010-07-06,6,7,2010,0.787997088,3.997679604,1.9830635795,7.2256444075,4.6709064455,0.566693878,0.0075678785,4.8,56.73,2.561635399,1.491842529,4.12723526,2.93379237,0.686422905,0.003246531,4.972,34.56,3.275136225,1.783635016,5.683603945,3.760351741,0.615860687,0.005608099,4.911490196,47.13545228
"Spain","Sierra de Guadarrama","El Reventon","16","4",2010-07-06,6,7,2010,0.787997088,3.997679604,1.9830635795,7.2256444075,4.6709064455,0.566693878,0.0075678785,4.8,56.73,2.561635399,1.491842529,4.12723526,2.93379237,0.686422905,0.003246531,4.972,34.56,3.275136225,1.783635016,5.683603945,3.760351741,0.615860687,0.005608099,4.911490196,47.13545228
"Spain","Sierra de Guadarrama","El Reventon","16","5",2010-07-06,6,7,2010,0.787997088,3.997679604,1.9830635795,7.2256444075,4.6709064455,0.566693878,0.0075678785,4.8,56.73,2.561635399,1.491842529,4.12723526,2.93379237,0.686422905,0.003246531,4.972,34.56,3.275136225,1.783635016,5.683603945,3.760351741,0.615860687,0.005608099,4.911490196,47.13545228
"Spain","Sierra de Guadarrama","Flecha","17","1",2010-07-26,26,7,2010,0.754023959,3.4605501365,2.4385157895,5.273844603,5.0557731115,0.836983258,0.0060094175,4.973,32.3,2.933174519,1.935948606,5.461237268,5.239428608,1.001540162,0.00588681,5.112,28.56,3.336589331,2.47719557,4.779325634,5.050943641,0.954697146,0.005339239,5.070565422,29.75786297
"Spain","Sierra de Guadarrama","Flecha","17","2",2010-07-26,26,7,2010,0.754023959,3.4605501365,2.4385157895,5.273844603,5.0557731115,0.836983258,0.0060094175,4.973,32.3,2.933174519,1.935948606,5.461237268,5.239428608,1.001540162,0.00588681,5.112,28.56,3.336589331,2.47719557,4.779325634,5.050943641,0.954697146,0.005339239,5.070565422,29.75786297
"Spain","Sierra de Guadarrama","Flecha","17","3",2010-07-26,26,7,2010,0.754023959,3.4605501365,2.4385157895,5.273844603,5.0557731115,0.836983258,0.0060094175,4.973,32.3,2.933174519,1.935948606,5.461237268,5.239428608,1.001540162,0.00588681,5.112,28.56,3.336589331,2.47719557,4.779325634,5.050943641,0.954697146,0.005339239,5.070565422,29.75786297
"Spain","Sierra de Guadarrama","Flecha","17","4",2010-07-26,26,7,2010,0.754023959,3.4605501365,2.4385157895,5.273844603,5.0557731115,0.836983258,0.0060094175,4.973,32.3,2.933174519,1.935948606,5.461237268,5.239428608,1.001540162,0.00588681,5.112,28.56,3.336589331,2.47719557,4.779325634,5.050943641,0.954697146,0.005339239,5.070565422,29.75786297
"Spain","Sierra de Guadarrama","Flecha","17","5",2010-07-26,26,7,2010,0.754023959,3.4605501365,2.4385157895,5.273844603,5.0557731115,0.836983258,0.0060094175,4.973,32.3,2.933174519,1.935948606,5.461237268,5.239428608,1.001540162,0.00588681,5.112,28.56,3.336589331,2.47719557,4.779325634,5.050943641,0.954697146,0.005339239,5.070565422,29.75786297
"Spain","Sierra de Guadarrama","Guarramillas","18","1",2010-07-08,8,7,2010,0.669901409,4.161413473,2.858220323,3.728886198,3.1934371155,0.475929644,0.0076388235,5.469,35.05,2.40165888,1.569390777,2.346882661,2.379504171,0.536381487,0.005218835,5.424,38.08,3.708620614,2.741424655,3.104953362,2.852232953,0.519908915,0.006794496,5.500029061,35.00432568
"Spain","Sierra de Guadarrama","Guarramillas","18","2",2010-07-08,8,7,2010,0.669901409,4.161413473,2.858220323,3.728886198,3.1934371155,0.475929644,0.0076388235,5.469,35.05,2.40165888,1.569390777,2.346882661,2.379504171,0.536381487,0.005218835,5.424,38.08,3.708620614,2.741424655,3.104953362,2.852232953,0.519908915,0.006794496,5.500029061,35.00432568
"Spain","Sierra de Guadarrama","Guarramillas","18","3",2010-07-08,8,7,2010,0.669901409,4.161413473,2.858220323,3.728886198,3.1934371155,0.475929644,0.0076388235,5.469,35.05,2.40165888,1.569390777,2.346882661,2.379504171,0.536381487,0.005218835,5.424,38.08,3.708620614,2.741424655,3.104953362,2.852232953,0.519908915,0.006794496,5.500029061,35.00432568
"Spain","Sierra de Guadarrama","Guarramillas","18","4",2010-07-08,8,7,2010,0.669901409,4.161413473,2.858220323,3.728886198,3.1934371155,0.475929644,0.0076388235,5.469,35.05,2.40165888,1.569390777,2.346882661,2.379504171,0.536381487,0.005218835,5.424,38.08,3.708620614,2.741424655,3.104953362,2.852232953,0.519908915,0.006794496,5.500029061,35.00432568
"Spain","Sierra de Guadarrama","Guarramillas","18","5",2010-07-08,8,7,2010,0.669901409,4.161413473,2.858220323,3.728886198,3.1934371155,0.475929644,0.0076388235,5.469,35.05,2.40165888,1.569390777,2.346882661,2.379504171,0.536381487,0.005218835,5.424,38.08,3.708620614,2.741424655,3.104953362,2.852232953,0.519908915,0.006794496,5.500029061,35.00432568
"Spain","Sierra de Guadarrama","Hermana Mayor","19","1",2010-07-05,5,7,2010,0.786618562,4.60436517,2.7710035995,4.707962591,4.0187433745,0.6593867405,0.0109434355,5.27,32.747,3.419850823,1.875867643,3.999872328,2.834239123,0.668867561,0.012059628,6.02,23.024,4.131442915,2.403518249,4.395736589,3.356775626,0.640898242,0.011373029,5.52388221,27.01544524
"Spain","Sierra de Guadarrama","Hermana Mayor","19","2",2010-07-05,5,7,2010,0.786618562,4.60436517,2.7710035995,4.707962591,4.0187433745,0.6593867405,0.0109434355,5.27,32.747,3.419850823,1.875867643,3.999872328,2.834239123,0.668867561,0.012059628,6.02,23.024,4.131442915,2.403518249,4.395736589,3.356775626,0.640898242,0.011373029,5.52388221,27.01544524
"Spain","Sierra de Guadarrama","Hermana Mayor","19","3",2010-07-05,5,7,2010,0.786618562,4.60436517,2.7710035995,4.707962591,4.0187433745,0.6593867405,0.0109434355,5.27,32.747,3.419850823,1.875867643,3.999872328,2.834239123,0.668867561,0.012059628,6.02,23.024,4.131442915,2.403518249,4.395736589,3.356775626,0.640898242,0.011373029,5.52388221,27.01544524
"Spain","Sierra de Guadarrama","Hermana Mayor","19","4",2010-07-05,5,7,2010,0.786618562,4.60436517,2.7710035995,4.707962591,4.0187433745,0.6593867405,0.0109434355,5.27,32.747,3.419850823,1.875867643,3.999872328,2.834239123,0.668867561,0.012059628,6.02,23.024,4.131442915,2.403518249,4.395736589,3.356775626,0.640898242,0.011373029,5.52388221,27.01544524
"Spain","Sierra de Guadarrama","Hermana Mayor","19","5",2010-07-05,5,7,2010,0.786618562,4.60436517,2.7710035995,4.707962591,4.0187433745,0.6593867405,0.0109434355,5.27,32.747,3.419850823,1.875867643,3.999872328,2.834239123,0.668867561,0.012059628,6.02,23.024,4.131442915,2.403518249,4.395736589,3.356775626,0.640898242,0.011373029,5.52388221,27.01544524
"Spain","Sierra de Guadarrama","Hermana Menor","20","1",2010-06-21,21,6,2010,0.781440291,8.648964028,3.05321742,5.9306799485,4.3928310035,4.3928310035,0.0123262105,5.33,54.45,4.348407982,2.399401711,4.614575451,4.250202402,4.250202402,0.010885365,5.758,34.74,6.178444833,2.992620104,5.406086823,4.251891031,4.251891031,0.010714662,5.535983717,44.32287875
"Spain","Sierra de Guadarrama","Hermana Menor","20","2",2010-06-21,21,6,2010,0.781440291,8.648964028,3.05321742,5.9306799485,4.3928310035,4.3928310035,0.0123262105,5.33,54.45,4.348407982,2.399401711,4.614575451,4.250202402,4.250202402,0.010885365,5.758,34.74,6.178444833,2.992620104,5.406086823,4.251891031,4.251891031,0.010714662,5.535983717,44.32287875
"Spain","Sierra de Guadarrama","Hermana Menor","20","3",2010-06-21,21,6,2010,0.781440291,8.648964028,3.05321742,5.9306799485,4.3928310035,4.3928310035,0.0123262105,5.33,54.45,4.348407982,2.399401711,4.614575451,4.250202402,4.250202402,0.010885365,5.758,34.74,6.178444833,2.992620104,5.406086823,4.251891031,4.251891031,0.010714662,5.535983717,44.32287875
"Spain","Sierra de Guadarrama","Hermana Menor","20","4",2010-06-21,21,6,2010,0.781440291,8.648964028,3.05321742,5.9306799485,4.3928310035,4.3928310035,0.0123262105,5.33,54.45,4.348407982,2.399401711,4.614575451,4.250202402,4.250202402,0.010885365,5.758,34.74,6.178444833,2.992620104,5.406086823,4.251891031,4.251891031,0.010714662,5.535983717,44.32287875
"Spain","Sierra de Guadarrama","Hermana Menor","20","5",2010-06-21,21,6,2010,0.781440291,8.648964028,3.05321742,5.9306799485,4.3928310035,4.3928310035,0.0123262105,5.33,54.45,4.348407982,2.399401711,4.614575451,4.250202402,4.250202402,0.010885365,5.758,34.74,6.178444833,2.992620104,5.406086823,4.251891031,4.251891031,0.010714662,5.535983717,44.32287875
"Spain","Sierra de Guadarrama","La Maliciosa","21","1",2010-07-15,15,7,2010,0.613501988,8.054149373,4.2691677305,10.7606270345,7.397607066,0.8892510005,0.0120580455,4.939,45.583,7.548629468,3.121717868,7.51818669,6.872610362,1.182497248,0.008105132,5.292,31.28,6.482422804,3.406785415,8.921775692,5.883646052,0.936480133,0.008613974,5.172487248,43.03188645
"Spain","Sierra de Guadarrama","La Maliciosa","21","2",2010-07-15,15,7,2010,0.613501988,8.054149373,4.2691677305,10.7606270345,7.397607066,0.8892510005,0.0120580455,4.939,45.583,7.548629468,3.121717868,7.51818669,6.872610362,1.182497248,0.008105132,5.292,31.28,6.482422804,3.406785415,8.921775692,5.883646052,0.936480133,0.008613974,5.172487248,43.03188645
"Spain","Sierra de Guadarrama","La Maliciosa","21","3",2010-07-15,15,7,2010,0.613501988,8.054149373,4.2691677305,10.7606270345,7.397607066,0.8892510005,0.0120580455,4.939,45.583,7.548629468,3.121717868,7.51818669,6.872610362,1.182497248,0.008105132,5.292,31.28,6.482422804,3.406785415,8.921775692,5.883646052,0.936480133,0.008613974,5.172487248,43.03188645
"Spain","Sierra de Guadarrama","La Maliciosa","21","4",2010-07-15,15,7,2010,0.613501988,8.054149373,4.2691677305,10.7606270345,7.397607066,0.8892510005,0.0120580455,4.939,45.583,7.548629468,3.121717868,7.51818669,6.872610362,1.182497248,0.008105132,5.292,31.28,6.482422804,3.406785415,8.921775692,5.883646052,0.936480133,0.008613974,5.172487248,43.03188645
"Spain","Sierra de Guadarrama","La Maliciosa","21","5",2010-07-15,15,7,2010,0.613501988,8.054149373,4.2691677305,10.7606270345,7.397607066,0.8892510005,0.0120580455,4.939,45.583,7.548629468,3.121717868,7.51818669,6.872610362,1.182497248,0.008105132,5.292,31.28,6.482422804,3.406785415,8.921775692,5.883646052,0.936480133,0.008613974,5.172487248,43.03188645
"Spain","Sierra de Guadarrama","La Najarra","22","1",2010-07-16,16,7,2010,0.679584228,8.649730414,3.2137829835,9.647425823,7.042344797,0.4594352085,0.006848686,4.666,39.56,4.914825612,1.778972728,4.298697805,3.896390037,0.418210103,0.013280079,5.174,278.88,8.630318302,3.125027056,7.75554291,5.584554298,0.419919293,0.006265057,4.891586491,68.09668143
"Spain","Sierra de Guadarrama","La Najarra","22","2",2010-07-16,16,7,2010,0.679584228,8.649730414,3.2137829835,9.647425823,7.042344797,0.4594352085,0.006848686,4.666,39.56,4.914825612,1.778972728,4.298697805,3.896390037,0.418210103,0.013280079,5.174,278.88,8.630318302,3.125027056,7.75554291,5.584554298,0.419919293,0.006265057,4.891586491,68.09668143
"Spain","Sierra de Guadarrama","La Najarra","22","3",2010-07-16,16,7,2010,0.679584228,8.649730414,3.2137829835,9.647425823,7.042344797,0.4594352085,0.006848686,4.666,39.56,4.914825612,1.778972728,4.298697805,3.896390037,0.418210103,0.013280079,5.174,278.88,8.630318302,3.125027056,7.75554291,5.584554298,0.419919293,0.006265057,4.891586491,68.09668143
"Spain","Sierra de Guadarrama","La Najarra","22","4",2010-07-16,16,7,2010,0.679584228,8.649730414,3.2137829835,9.647425823,7.042344797,0.4594352085,0.006848686,4.666,39.56,4.914825612,1.778972728,4.298697805,3.896390037,0.418210103,0.013280079,5.174,278.88,8.630318302,3.125027056,7.75554291,5.584554298,0.419919293,0.006265057,4.891586491,68.09668143
"Spain","Sierra de Guadarrama","La Najarra","22","5",2010-07-16,16,7,2010,0.679584228,8.649730414,3.2137829835,9.647425823,7.042344797,0.4594352085,0.006848686,4.666,39.56,4.914825612,1.778972728,4.298697805,3.896390037,0.418210103,0.013280079,5.174,278.88,8.630318302,3.125027056,7.75554291,5.584554298,0.419919293,0.006265057,4.891586491,68.09668143
"Spain","Sierra de Guadarrama","Las Cerradillas","23","1",2011-06-22,22,6,2011,0.781815058,5.5229392245,2.529202828,6.650145685,6.0643587295,0.804137686,0.0095701965,4.4574210525,40.08096491,3.679415245,1.755058291,4.125391421,3.611279042,0.795364742,0.005644217,4.99,44.12,5.151779723,2.642468418,5.857443191,4.761507688,0.711324018,0.008008663,4.619053059,35.03929381
"Spain","Sierra de Guadarrama","Las Cerradillas","23","2",2011-06-22,22,6,2011,0.781815058,5.5229392245,2.529202828,6.650145685,6.0643587295,0.804137686,0.0095701965,4.4574210525,40.08096491,3.679415245,1.755058291,4.125391421,3.611279042,0.795364742,0.005644217,4.99,44.12,5.151779723,2.642468418,5.857443191,4.761507688,0.711324018,0.008008663,4.619053059,35.03929381
"Spain","Sierra de Guadarrama","Las Cerradillas","23","3",2011-06-22,22,6,2011,0.781815058,5.5229392245,2.529202828,6.650145685,6.0643587295,0.804137686,0.0095701965,4.4574210525,40.08096491,3.679415245,1.755058291,4.125391421,3.611279042,0.795364742,0.005644217,4.99,44.12,5.151779723,2.642468418,5.857443191,4.761507688,0.711324018,0.008008663,4.619053059,35.03929381
"Spain","Sierra de Guadarrama","Las Cerradillas","23","4",2011-06-22,22,6,2011,0.781815058,5.5229392245,2.529202828,6.650145685,6.0643587295,0.804137686,0.0095701965,4.4574210525,40.08096491,3.679415245,1.755058291,4.125391421,3.611279042,0.795364742,0.005644217,4.99,44.12,5.151779723,2.642468418,5.857443191,4.761507688,0.711324018,0.008008663,4.619053059,35.03929381
"Spain","Sierra de Guadarrama","Las Cerradillas","23","5",2011-06-22,22,6,2011,0.781815058,5.5229392245,2.529202828,6.650145685,6.0643587295,0.804137686,0.0095701965,4.4574210525,40.08096491,3.679415245,1.755058291,4.125391421,3.611279042,0.795364742,0.005644217,4.99,44.12,5.151779723,2.642468418,5.857443191,4.761507688,0.711324018,0.008008663,4.619053059,35.03929381
"Spain","Sierra de Guadarrama","Loma Noruego","24","1",2011-06-21,21,6,2011,0.689337843,6.2713733895,2.470330001,7.126114014,6.637684678,0.655200141,0.0085366415,4.02,43.515,4.018007285,1.676930289,3.896720162,3.405805706,0.647686543,0.004034138,4.55,43.14,5.610081885,2.637278289,6.055003562,4.917462453,0.579595366,0.004897664,4.2371197,41.38678514
"Spain","Sierra de Guadarrama","Loma Noruego","24","2",2011-06-21,21,6,2011,0.689337843,6.2713733895,2.470330001,7.126114014,6.637684678,0.655200141,0.0085366415,4.02,43.515,4.018007285,1.676930289,3.896720162,3.405805706,0.647686543,0.004034138,4.55,43.14,5.610081885,2.637278289,6.055003562,4.917462453,0.579595366,0.004897664,4.2371197,41.38678514
"Spain","Sierra de Guadarrama","Loma Noruego","24","3",2011-06-21,21,6,2011,0.689337843,6.2713733895,2.470330001,7.126114014,6.637684678,0.655200141,0.0085366415,4.02,43.515,4.018007285,1.676930289,3.896720162,3.405805706,0.647686543,0.004034138,4.55,43.14,5.610081885,2.637278289,6.055003562,4.917462453,0.579595366,0.004897664,4.2371197,41.38678514
"Spain","Sierra de Guadarrama","Loma Noruego","24","4",2011-06-21,21,6,2011,0.689337843,6.2713733895,2.470330001,7.126114014,6.637684678,0.655200141,0.0085366415,4.02,43.515,4.018007285,1.676930289,3.896720162,3.405805706,0.647686543,0.004034138,4.55,43.14,5.610081885,2.637278289,6.055003562,4.917462453,0.579595366,0.004897664,4.2371197,41.38678514
"Spain","Sierra de Guadarrama","Loma Noruego","24","5",2011-06-21,21,6,2011,0.689337843,6.2713733895,2.470330001,7.126114014,6.637684678,0.655200141,0.0085366415,4.02,43.515,4.018007285,1.676930289,3.896720162,3.405805706,0.647686543,0.004034138,4.55,43.14,5.610081885,2.637278289,6.055003562,4.917462453,0.579595366,0.004897664,4.2371197,41.38678514
"Spain","Sierra de Guadarrama","Los Claveles","25","1",2010-07-23,23,7,2010,0.656059029,4.042070389,2.40273614,3.913326014,2.7614986275,0.404925051,0.00940012,5.104,35.48,2.09094562,0.866814029,2.035509888,1.545583282,0.334484166,0.003041716,5.486,16.368,3.064705271,1.710888548,2.770890646,2.051091467,0.360459837,0.007502585,5.226708823,29.78205951
"Spain","Sierra de Guadarrama","Los Claveles","25","2",2010-07-23,23,7,2010,0.656059029,4.042070389,2.40273614,3.913326014,2.7614986275,0.404925051,0.00940012,5.104,35.48,2.09094562,0.866814029,2.035509888,1.545583282,0.334484166,0.003041716,5.486,16.368,3.064705271,1.710888548,2.770890646,2.051091467,0.360459837,0.007502585,5.226708823,29.78205951
"Spain","Sierra de Guadarrama","Los Claveles","25","3",2010-07-23,23,7,2010,0.656059029,4.042070389,2.40273614,3.913326014,2.7614986275,0.404925051,0.00940012,5.104,35.48,2.09094562,0.866814029,2.035509888,1.545583282,0.334484166,0.003041716,5.486,16.368,3.064705271,1.710888548,2.770890646,2.051091467,0.360459837,0.007502585,5.226708823,29.78205951
"Spain","Sierra de Guadarrama","Los Claveles","25","4",2010-07-23,23,7,2010,0.656059029,4.042070389,2.40273614,3.913326014,2.7614986275,0.404925051,0.00940012,5.104,35.48,2.09094562,0.866814029,2.035509888,1.545583282,0.334484166,0.003041716,5.486,16.368,3.064705271,1.710888548,2.770890646,2.051091467,0.360459837,0.007502585,5.226708823,29.78205951
"Spain","Sierra de Guadarrama","Los Claveles","25","5",2010-07-23,23,7,2010,0.656059029,4.042070389,2.40273614,3.913326014,2.7614986275,0.404925051,0.00940012,5.104,35.48,2.09094562,0.866814029,2.035509888,1.545583282,0.334484166,0.003041716,5.486,16.368,3.064705271,1.710888548,2.770890646,2.051091467,0.360459837,0.007502585,5.226708823,29.78205951
"Spain","Sierra de Guadarrama","Los Horcajos","26","1",2011-06-14,14,6,2011,0.809358194,5.385926527,2.710524994,7.549058814,7.283596148,1.3874459425,0.010127622,4.465,94.46,4.01444626,1.649496286,6.087358263,5.187531911,1.295319601,0.009767374,4.748,47.54,6.473096301,3.384264878,7.647714639,7.632048042,1.406053567,0.00975669,4.39133005,75.40311357
"Spain","Sierra de Guadarrama","Los Horcajos","26","2",2011-06-14,14,6,2011,0.809358194,5.385926527,2.710524994,7.549058814,7.283596148,1.3874459425,0.010127622,4.465,94.46,4.01444626,1.649496286,6.087358263,5.187531911,1.295319601,0.009767374,4.748,47.54,6.473096301,3.384264878,7.647714639,7.632048042,1.406053567,0.00975669,4.39133005,75.40311357
"Spain","Sierra de Guadarrama","Los Horcajos","26","3",2011-06-14,14,6,2011,0.809358194,5.385926527,2.710524994,7.549058814,7.283596148,1.3874459425,0.010127622,4.465,94.46,4.01444626,1.649496286,6.087358263,5.187531911,1.295319601,0.009767374,4.748,47.54,6.473096301,3.384264878,7.647714639,7.632048042,1.406053567,0.00975669,4.39133005,75.40311357
"Spain","Sierra de Guadarrama","Los Horcajos","26","4",2011-06-14,14,6,2011,0.809358194,5.385926527,2.710524994,7.549058814,7.283596148,1.3874459425,0.010127622,4.465,94.46,4.01444626,1.649496286,6.087358263,5.187531911,1.295319601,0.009767374,4.748,47.54,6.473096301,3.384264878,7.647714639,7.632048042,1.406053567,0.00975669,4.39133005,75.40311357
"Spain","Sierra de Guadarrama","Los Horcajos","26","5",2011-06-14,14,6,2011,0.809358194,5.385926527,2.710524994,7.549058814,7.283596148,1.3874459425,0.010127622,4.465,94.46,4.01444626,1.649496286,6.087358263,5.187531911,1.295319601,0.009767374,4.748,47.54,6.473096301,3.384264878,7.647714639,7.632048042,1.406053567,0.00975669,4.39133005,75.40311357
"Spain","Sierra de Guadarrama","Navacerrada","27","1",2010-06-22,22,6,2010,0.795442772,7.141140506,3.1127868245,10.6883037595,8.3469212885,0.922416823,0.0106039365,4.704,62.3,5.026604284,2.09913478,7.691932994,5.790379159,0.825984715,0.010237942,5.034,40.48,6.91441783,3.182375306,10.98912666,8.078482996,0.911585742,0.010359311,4.807093731,55.27876088
"Spain","Sierra de Guadarrama","Navacerrada","27","2",2010-06-22,22,6,2010,0.795442772,7.141140506,3.1127868245,10.6883037595,8.3469212885,0.922416823,0.0106039365,4.704,62.3,5.026604284,2.09913478,7.691932994,5.790379159,0.825984715,0.010237942,5.034,40.48,6.91441783,3.182375306,10.98912666,8.078482996,0.911585742,0.010359311,4.807093731,55.27876088
"Spain","Sierra de Guadarrama","Navacerrada","27","3",2010-06-22,22,6,2010,0.795442772,7.141140506,3.1127868245,10.6883037595,8.3469212885,0.922416823,0.0106039365,4.704,62.3,5.026604284,2.09913478,7.691932994,5.790379159,0.825984715,0.010237942,5.034,40.48,6.91441783,3.182375306,10.98912666,8.078482996,0.911585742,0.010359311,4.807093731,55.27876088
"Spain","Sierra de Guadarrama","Navacerrada","27","4",2010-06-22,22,6,2010,0.795442772,7.141140506,3.1127868245,10.6883037595,8.3469212885,0.922416823,0.0106039365,4.704,62.3,5.026604284,2.09913478,7.691932994,5.790379159,0.825984715,0.010237942,5.034,40.48,6.91441783,3.182375306,10.98912666,8.078482996,0.911585742,0.010359311,4.807093731,55.27876088
"Spain","Sierra de Guadarrama","Navacerrada","27","5",2010-06-22,22,6,2010,0.795442772,7.141140506,3.1127868245,10.6883037595,8.3469212885,0.922416823,0.0106039365,4.704,62.3,5.026604284,2.09913478,7.691932994,5.790379159,0.825984715,0.010237942,5.034,40.48,6.91441783,3.182375306,10.98912666,8.078482996,0.911585742,0.010359311,4.807093731,55.27876088
"Spain","Sierra de Guadarrama","Nevero","28","1",2010-08-04,4,8,2010,0.776763711,3.7074188685,1.606610357,3.807346947,2.928819863,0.545915583,0.008823654,4.765,24.033,1.764362867,1.073774021,2.990423909,2.73997846,0.490514494,0.007811411,5.322,17.012,2.694402538,1.330390363,3.872862922,2.622357604,0.521117002,0.007982821,5.257698564,19.93433107
"Spain","Sierra de Guadarrama","Nevero","28","2",2010-08-04,4,8,2010,0.776763711,3.7074188685,1.606610357,3.807346947,2.928819863,0.545915583,0.008823654,4.765,24.033,1.764362867,1.073774021,2.990423909,2.73997846,0.490514494,0.007811411,5.322,17.012,2.694402538,1.330390363,3.872862922,2.622357604,0.521117002,0.007982821,5.257698564,19.93433107
"Spain","Sierra de Guadarrama","Nevero","28","3",2010-08-04,4,8,2010,0.776763711,3.7074188685,1.606610357,3.807346947,2.928819863,0.545915583,0.008823654,4.765,24.033,1.764362867,1.073774021,2.990423909,2.73997846,0.490514494,0.007811411,5.322,17.012,2.694402538,1.330390363,3.872862922,2.622357604,0.521117002,0.007982821,5.257698564,19.93433107
"Spain","Sierra de Guadarrama","Nevero","28","4",2010-08-04,4,8,2010,0.776763711,3.7074188685,1.606610357,3.807346947,2.928819863,0.545915583,0.008823654,4.765,24.033,1.764362867,1.073774021,2.990423909,2.73997846,0.490514494,0.007811411,5.322,17.012,2.694402538,1.330390363,3.872862922,2.622357604,0.521117002,0.007982821,5.257698564,19.93433107
"Spain","Sierra de Guadarrama","Nevero","28","5",2010-08-04,4,8,2010,0.776763711,3.7074188685,1.606610357,3.807346947,2.928819863,0.545915583,0.008823654,4.765,24.033,1.764362867,1.073774021,2.990423909,2.73997846,0.490514494,0.007811411,5.322,17.012,2.694402538,1.330390363,3.872862922,2.622357604,0.521117002,0.007982821,5.257698564,19.93433107
"Spain","Sierra de Guadarrama","Nevero Este","29","1",2010-08-05,5,8,2010,0.723635035,4.0876123695,2.7593243965,4.078418383,3.1438124455,0.4415392355,0.0092917705,4.694,30.85,2.907947499,1.672383138,2.824995232,2.277626332,0.45236284,0.005933103,4.916,21.014,3.364966572,2.189241133,3.220199603,2.690305075,0.428471281,0.006903661,4.848286586,21.56052694
